content__235ca,username__703b9,anchor_edefb8,anchor_edefb8 (2),timestamp_c19a55,separator_c19a55,avatar_c19a55 src,username_c19a55,roleIcon__1e6f1 src,markup__75297,markup__75297 (2),markup__75297 (3),markup__75297 (4),latin24CompactTimeStamp_c19a55,separator_c19a55 (2),mention,botText__82f07,markup__75297 (5),markup__75297 (6),markup__75297 (7),markup__75297 (8),anchor_edefb8 href,anchor_edefb8 (3),embedProvider__623de,anchor_edefb8 href (2),embedDescription__623de,originalLink_af017a href,loadingOverlay_af017a src,emoji src,edited_c19a55,emoji src (2),reactionCount__23977,replyAvatar_c19a55 src,repliedTextContent_c19a55,repliedTextContent_c19a55 (2),repliedTextContent_c19a55 (3),username_c19a55 (2),avatarDecoration_c19a55 src,reactionCount__23977 (2),markup__75297 (9),markup__75297 (10),markup__75297 (14),markup__75297 (15),markup__75297 (16),markup__75297 (17),embedDescription__623de (2),embedDescription__623de (3),embedDescription__623de (4),embedDescription__623de (5),embedDescription__623de (6),embedDescription__623de (7),embedDescription__623de (8),embedDescription__623de (9),embedDescription__623de (10),embedDescription__623de (11),embedDescription__623de (12),embedDescription__623de (13),embedDescription__623de (14),embedDescription__623de (15),embedFieldName__623de,embedFieldValue__623de,embedFieldValue__623de (2),embedFieldValue__623de (3),embedFieldValue__623de (4),embedFieldName__623de (2),embedFieldValue__623de (5),video_cf09d8 src,repliedTextContent_c19a55 (4),repliedTextContent_c19a55 (5),repliedTextContent_c19a55 (6),embedDescription__623de (16),embedDescription__623de (17),embedDescription__623de (18),anchor_edefb8 href (3),anchor_edefb8 (4),embedVideoImageComponentInner__623de src,anchor_edefb8 href (5),repliedTextContent_c19a55 (7),repliedTextContent_c19a55 (8),repliedTextContent_c19a55 (9),embedFieldName__623de (3),embedFieldValue__623de (6),lazyImg_f4758a src,embedAuthorIcon__623de src,embedFooterIcon__623de src,embedFooterText__623de,embedFooterSeparator__623de,emoji src (3),markup__75297 (18),markup__75297 (19),markup__75297 (20),markup__75297 (21),markup__75297 (22),markup__75297 (23),markup__75297 (24),markup__75297 (25),anchor_edefb8 (5),reactionCount__23977 (3),embedDescription__623de (19),embedDescription__623de (20),embedDescription__623de (21),embedDescription__623de (22),embedVideo__623de src,anchor_edefb8 (6),anchor_edefb8 (7),anchor_edefb8 (8),edited_c19a55 (2),pngImage__31fc2 src,embedDescription__623de (23),repliedTextContent_c19a55 (10),embedDescription__623de (24),embedDescription__623de (25),embedDescription__623de (26),embedDescription__623de (27),embedDescription__623de (28),anchor_edefb8 href (6),originalLink_af017a href (2),repliedTextPlaceholder_c19a55,emoji src (4),emoji src (5),embedDescription__623de (29),embedDescription__623de (30),embedDescription__623de (31),embedDescription__623de (32),embedDescription__623de (33),embedDescription__623de (34),embedDescription__623de (35),embedDescription__623de (36),embedDescription__623de (37),embedDescription__623de (39),embedDescription__623de (40),embedDescription__623de (41),embedDescription__623de (42),embedDescription__623de (43),embedDescription__623de (44),embedDescription__623de (48),embedDescription__623de (59),embedDescription__623de (60),embedDescription__623de (61),embedDescription__623de (63),mention (2),imageError_af017a src,reactionCount__23977 (4),embedFieldValue__623de (7),embedFieldValue__623de (8),embedDescription__623de (64)
,,Steam,,"— 
1/9/25, 7:35 PM",—,https://cdn.discordapp.com/avatars/592345987444637716/3d10bebdee8135c6ac5c06361789bb4b.webp?size=160,Riddzy [HorseySmith397🐴],https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/417290/Ghost_of_a_Tale/,https://store.steampowered.com/app/417290/Ghost_of_a_Tale/,,https://store.steampowered.com/app/417290/Ghost_of_a_Tale/,,,,,,,,,,,,,,,,,,,,,Ghost of a Tale is an action,-RPG game in which you play as Tilo,", a mouse and minstrel caught up in a perilous adventure",. The game takes place in a medieval world populated only by animals,", and puts an emphasis on immersion and exploration",. It features stealth elements,", disguises",", conversations with allies and enemies",", and quests",.You’ll be able t,.,.,.,,Price,$,1,9,0.99,Recommendations,3775,https://images-ext-1.discordapp.net/external/1IXQK9wgdyUmohIY5wY-AjIkIwrFm06qrBT3gAPpEAc/%3Ft%3D1601974458/https/video.akamai.steamstatic.com/store_trailers/256711386/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,75,,,,,,,,,,,,,,,Ghost of a Tale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/10/25, 3:50 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2969140/Checkout_Cashier_Simulator/,https://store.steampowered.com/app/2969140/Checkout_Cashier_Simulator/,,https://store.steampowered.com/app/2969140/Checkout_Cashier_Simulator/,,,,,,,,,,,,,,,,,,,,,Congratulations on your new position at Coopers Supermarket,. Today marks the first day of your exciting career as a cashier,. We hope you,re as excited as we are to have another employee,. Let the cute art,", fun sound effects",", and exciting race for points distract you from the soul",-crushing reality that is working in retail,.Here at Coopers we striv,.,.,.,,,Price,$,5,0.94,,,,https://images-ext-1.discordapp.net/external/UkU85cD_h2QTjHKCzLc0vngIjLPhzbmdKyB5HOudN94/%3Ft%3D1726398561/https/video.akamai.steamstatic.com/store_trailers/257022644/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Checkout,,,,,,,: Cashier Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/11/25, 5:26 AM",—,https://cdn.discordapp.com/avatars/1309567928848486401/098758706ae2754738a78074f98de746.webp?size=160,łĭttlê ɱööɲ ɗɍơƥ  🌜,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1210320/Potion_Craft_Alchemist_Simulator/,https://store.steampowered.com/app/1210320/Potion_Craft_Alchemist_Simulator/,,https://store.steampowered.com/app/1210320/Potion_Craft_Alchemist_Simulator/,,,,https://cdn.discordapp.com/emojis/906292577433702411.webp?size=80,,,2,,,,,,,,,,,,,,F,e,a,t,u,r,e,s,:Unique visuals inspired by medieval manuscripts and medical books,.Hyper satisfying physical interactions with ingredients and equipment,.Sandbox style gameplay where you have many different avenues available,", and it’s up to you to figure out the best way to complete each task",.Sell your potions to the townsfolk while roleplaying as a nobl,.,Price,$,1,9,0.99,Recommendations,28855,https://images-ext-1.discordapp.net/external/5LI12o_rh1APQf0dVZf_wCXCDsBzBr1g1w24SCsefow/%3Ft%3D1733507740/https/video.akamai.steamstatic.com/store_trailers/257079614/movie_max_vp9.webm,,,,.,.,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Potion Craft,,,,,,,: Alchemist Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/11/25, 1:19 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,Um,. so,. There,s a Moomin game,,,,,. From Tech,s best buds at Raw Furry,.,,https://store.steampowered.com/app/1808680/Snufkin_Melody_of_Moominvalley/,https://store.steampowered.com/app/1808680/Snufkin_Melody_of_Moominvalley/,,https://store.steampowered.com/app/1808680/Snufkin_Melody_of_Moominvalley/,,,,,,,,,,,,,,,,,,,,,Snufkin,: Melody of Moominvalley is a story,-rich musical adventure game about Snufkin restoring the valley and helping the quirky and memorable characters and critters who call it home,. A series of hideous parks have cropped up in Moominvalley,", disrupting the landscape and its harmonious nature",. As Snufkin you will distract police officers,", pull",.,.,.,,,,,Price,$,1,5,0.99,Recommendations,2175,https://images-ext-1.discordapp.net/external/1yRIgyodvr8ERbnEi37VDF4BdPGHHflJuovvz6MaTxU/%3Ft%3D1732212678/https/video.akamai.steamstatic.com/store_trailers/257075533/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Snufkin,,,,,,,: Melody of Moominvalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/11/25, 4:45 PM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3334550/Cursed_Digicam/,https://store.steampowered.com/app/3334550/Cursed_Digicam/,,https://store.steampowered.com/app/3334550/Cursed_Digicam/,,,,,,,,,,,,,,,,,,,,,You receive a cursed digital camera that captures ghosts from a strange website,. The website allows you to liberate your loved ones by uploading images of their spirits using the camera,. You go to the nearest park where your girl was last seen,.No multiple endingsGame Length,: 60 to 90 minutes,", depending on your play style",.Supporter content can be,.,.,.,,,,,Price,$,7,0.99,160,Recommendations,,https://images-ext-1.discordapp.net/external/U9P1iLin8A0-goE4pWqJLWSQOXI3wct5O0SzObkPKLE/%3Ft%3D1735106292/https/video.akamai.steamstatic.com/store_trailers/257074837/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Cursed Digicam,,,,,,,| 呪われたデジカメ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/12/25, 12:40 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2231450/Pizza_Tower/,https://store.steampowered.com/app/2231450/Pizza_Tower/,,https://store.steampowered.com/app/2231450/Pizza_Tower/,,,,,,,,,,,,,,,,,,,,,Pizza Tower is a fast paced 2D platformer,", with an emphasis on movement",", exploration and score attack",. Featuring highly stylized pixel art inspired by the cartoons from the,90s,", and a highly energetic soundtrack",.Peppino Spaghetti,", a surprisingly agile and powerful fat balding italian",", is on a mission to destroy the titular Pizza Tower in order",.,.,.,,,Price,$,1,9,0.99,Recommendations,58269,https://images-ext-1.discordapp.net/external/8JGUWS8tKKvZzlYC4wnsAXlV3JDSX1bNrSx0Ac9LxBg/%3Ft%3D1670012877/https/video.akamai.steamstatic.com/store_trailers/256918530/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Pizza Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/13/25, 6:16 AM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1689640/Wardens_Will/,https://store.steampowered.com/app/1689640/Wardens_Will/,,https://store.steampowered.com/app/1689640/Wardens_Will/,,,,,,,,,,,,,,,,,,,,,The multiverse is trapped in a relentless time loop,", and only a Warden can break it",. The Warden’s Will is not to just survive,", the Warden’s Will is to dominate",!Brace for chaos,. Unleash destruction,. Dominate the corruption,.Are you ready,? Let’s prepare you for the challenge ahead,.STEP I,: MASTER YOUR WARDEN,S MOVEMENT,& ABILITIESUnique Wardens awai,.,Price,$,1,1,0.99,Recommendations,180,,,,,.,.,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Warden,,,,,,,s Will,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/13/25, 10:05 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1578870/Shadowman_Darque_Legacy/,https://store.steampowered.com/app/1578870/Shadowman_Darque_Legacy/,,https://store.steampowered.com/app/1578870/Shadowman_Darque_Legacy/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,For centuries,", the Boniface family has carried a dark legacy",- the mantle of the Shadowman,", walker between worlds",", sworn to preserve the veil between life and death",. Now,", novice Shadowman Jack Boniface is thrust into the path of a growing evil that threatens everything his predecessors fought for",. Building upon the decades of Shadowman tales tol,.,.,.,,,,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/XoRw0tS_7eg2pLn7JK5Zl9qZOI6DL5mcDkTMAfDEEcs/%3Ft%3D1687829058/https/video.akamai.steamstatic.com/store_trailers/256944881/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Shadowman,,,,,,,®,: Darque Legacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/13/25, 7:14 PM",—,https://cdn.discordapp.com/guilds/409242708104708097/users/581922103532584980/avatars/60e119e823fff5d46224888f521700c2.webp?size=256,Ñœrpwørpë,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1451480/The_Greatest_Penguin_Heist_of_All_Time/,https://store.steampowered.com/app/1451480/The_Greatest_Penguin_Heist_of_All_Time/,,https://store.steampowered.com/app/1451480/The_Greatest_Penguin_Heist_of_All_Time/,,,,,,,,,,,,,,,,,,,,,The Greatest Penguin Heist of All Time is the one and only 1,-8 player CO,-OP physics,-based heist game featuring a bunch of kleptomanic penguins,. You,ll experience a blend of physics,-based platforming with stealth,", strategy",", action",", and CHAOS",.Being inspired by old school stealth and heist games along with modern physics platformers,", Penguin Heist",.,.,Price,$,1,4,0.99,Recommendations,2113,https://images-ext-1.discordapp.net/external/MF9Lkd6T0fJuPjcm3vwzv7dCF_KAdPm5kVQzY3zr3wM/%3Ft%3D1719834623/https/video.akamai.steamstatic.com/store_trailers/257035058/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,The Greatest Penguin Heist of All Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/15/25, 10:37 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2384580/DYNASTY_WARRIORS_ORIGINS/,https://store.steampowered.com/app/2384580/DYNASTY_WARRIORS_ORIGINS/,,https://store.steampowered.com/app/2384580/DYNASTY_WARRIORS_ORIGINS/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Become immersed in exhilarating battles as a nameless hero in the Three Kingdoms,.・ The most exhilarating action in the series, historyTension,-filled battlefields where you clash against massive armies stretching as far as the eye can see,. How will you handle the onslaught of enemies,? Your military prowess will serve you well as you fight in tand,.,.,.,,,,,,Price,$,6,9,0.99,Recommendations,936,https://images-ext-1.discordapp.net/external/vamckFentufkm_I8mU82V53vkNH2v-TxN2iJjlucWVA/%3Ft%3D1732237241/https/video.akamai.steamstatic.com/store_trailers/257074860/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,85,,,,,,,,,,,,,,,DYNASTY WARRIORS,,,,,,,: ORIGINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan 16,", 2025",
,,Steam,,"— 
1/15/25, 3:55 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1660080/Aloft/,https://store.steampowered.com/app/1660080/Aloft/,,https://store.steampowered.com/app/1660080/Aloft/,,,,https://cdn.discordapp.com/emojis/906292577433702411.webp?size=80,,,3,,,,,,,,,,,,,,Aloft is a feel,-good,", cozy survival game set in the clouds",", where you can transform any island into a flying ship and explore the vast skies",.Navigate the world,", discover new islands",", gather resources",", build your dream home",", and take care of your animals",", solo or as a group of up to 8 friends",. Yet within nature’s beauty,", a corruption spreads",. Roo,.,Price,$,2,4,0.99,,,https://images-ext-1.discordapp.net/external/6mqA6rpHX3KY2saHEUYqiT-d4-Xz13rEIKRo-AfHbHs/%3Ft%3D1736953005/https/video.akamai.steamstatic.com/store_trailers/257088518/movie_max_vp9.webm,,,,.,.,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Aloft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/15/25, 7:24 PM",—,https://cdn.discordapp.com/avatars/1164995860980052122/3c8d1235f804d593452c8561ec3c4adf.webp?size=160,LunarEclipseBunny,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3342880/Erotic_Shop_Simulator/,https://store.steampowered.com/app/3342880/Erotic_Shop_Simulator/,,https://store.steampowered.com/app/3342880/Erotic_Shop_Simulator/,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3342880/header.jpg?t=1735159664,https://images-ext-1.discordapp.net/external/bbn5jOaOTuUVbk1rk4pLNdcykipeP_TfvjTZxQ647ZQ/%3Ft%3D1735159664/https/shared.akamai.steamstatic.com/store_item_assets/steam/apps/3342880/header.jpg?format=webp&width=800&height=374,https://discord.com/assets/cd95547aa386b976.svg,,https://discord.com/assets/3f22f134e254dc68.svg,1,,,,,,,1,,,,,,,Erotic Shop SimulatorReady to open and manage your own erotic shop,? Erotic Shop Simulator gives you the chance to dive into the world of running an adult store,", choosing creative products",", and keeping your customers satisfied",. In this fun and engaging simulation game,", every decision you make will shape the success of your business",!Shape Your Bus,.,.,.,,,,,Release Date,Q1 2025,,,,,,,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,https://discord.com/assets/2b6885071ec0e43d.svg,,,,,,,,,Erotic Shop Simulator,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/15/25, 7:31 PM",—,https://cdn.discordapp.com/avatars/1164995860980052122/3c8d1235f804d593452c8561ec3c4adf.webp?size=160,LunarEclipseBunny,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3163790/Toy_Shop_Simulator/,https://store.steampowered.com/app/3163790/Toy_Shop_Simulator/,,https://store.steampowered.com/app/3163790/Toy_Shop_Simulator/,,,,,,,,,,,,,,,,,,,,,"""Toy Shop Simulator",""" lets you manage a toy store",. Organize shelves,", help customers",", and expand your shop in a fun",", playful world",. Join our Discord to connect with other players and share your toy shop experiences,! Create the ultimate toy empire from the ground up,. Design,", manage",", and grow your dream toy shop in a bustling city where your creativ",.,.,.,Price,$,1,1,0.04,,,https://images-ext-1.discordapp.net/external/Sg7b_xmLdLy4DCaF4f7N9HLsR0InVXH9e6cflYWiL0A/%3Ft%3D1735828140/https/video.akamai.steamstatic.com/store_trailers/257085992/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Toy Shop Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/16/25, 5:06 PM",—,https://cdn.discordapp.com/guilds/409242708104708097/users/581922103532584980/avatars/60e119e823fff5d46224888f521700c2.webp?size=256,Ñœrpwørpë,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,Highly recommend this one,", Tech",. It,s the one I said was right up your cursed alley,,,,,,,,,https://store.steampowered.com/app/951240/Obenseuer/,https://store.steampowered.com/app/951240/Obenseuer/,,https://store.steampowered.com/app/951240/Obenseuer/,,,,https://cdn.discordapp.com/emojis/1140021948026474616.webp?size=96,,,,,,,,,,,,,,,,,You have been forced to relocate into Stalburg,s most notorious and chaotic district,", now under a strict quarantine regime where no one can leave",.You,re left there to cope with depression,", addiction and maybe even a lethal disease",. Survival won,t be easy,", but remember",: the only way is up,!Become the landlord of a run,-down tenementDue to a clerica,.,.,Price,$,1,1,0.99,Recommendations,642,https://images-ext-1.discordapp.net/external/28dOXGaGVbDOTTn6NpEhKjD_9oriAFFRR3eNyTqKo-g/%3Ft%3D1737023115/https/video.akamai.steamstatic.com/store_trailers/257089304/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Obenseuer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/16/25, 5:40 PM",—,https://discord.com/assets/788f05731f8aa02e.png,Pouff_pouff,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3209860/Stage_Cleared/,https://store.steampowered.com/app/3209860/Stage_Cleared/,,https://store.steampowered.com/app/3209860/Stage_Cleared/,,,,,,,,,,,,,,,,,,,,,Someone is trying to get in,", and you need to stop him",. Use alarms and whatever else you can to keep the intruder out,. If you let your guard down,", it’s game over for real",. Keep an eye on the security cameras around your house,. Someone,s out there,", and he",s getting closer,. Switch between cams and make sure nothing slips past you while you’re busy,.,.,.,Price,$,4,0.96,,,,https://images-ext-1.discordapp.net/external/SHBvTxLq-Em_6BrPn20sRPb9eJMv_B-Nkn8Lsq260CA/%3Ft%3D1731005625/https/video.akamai.steamstatic.com/store_trailers/257062350/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Stage Cleared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,,[,,,,,,,,"[
6:56 PM
]",],,,,,,,https://store.steampowered.com/app/3115520/Precept/,https://store.steampowered.com/app/3115520/Precept/,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,About the Game,"""Your mundane routine is over",. Can you survive the nightmare,?,""" What started as an ordinary night shift for a security guard turns into a horrifying ordeal",. The once,-familiar halls of the company are now twisted into a nightmarish labyrinth,", filled with deadly threats and the eerie presence of unknown entities hunting you at every t",.,.,.,,,,Price,$,8,0.99,,,,https://images-ext-1.discordapp.net/external/Q_od7chfWsd_27PcLL7WfTdgMY4eugsYEjfoEkLKbbQ/%3Ft%3D1733979260/https/video.akamai.steamstatic.com/store_trailers/257080376/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/app/3115520/Precept/,,,,,,,,,,,,,,,,,,,,,,,Precept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/16/25, 7:17 PM",—,https://cdn.discordapp.com/avatars/492328123803893761/e8a6faeb562dd27ef01a75c2fa85241b.webp?size=160,Princess_SnuSnu,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2689470/CRUEL/?queue=1,https://store.steampowered.com/app/2689470/CRUEL/?queue=1,,https://store.steampowered.com/app/2689470/CRUEL/?queue=1,,,,,,,,,,,,,,,,,,,,,CRUEL drops you into a twisted world,. Disoriented and trapped in a bizarre hotel,", you find a lifeless body in the elevator",. Without hesitation,", you grab the weapon from its cold grip",", bracing yourself for the horrors ahead",.Survive a Living Nightmare,: Battle through 10 dynamic,", ever",-changing levels filled with bloodthirsty enemies who won’t stop,.,.,.,,Price,$,9,0.75,433,Recommendations,,https://images-ext-1.discordapp.net/external/TAugd6YT4PoIIrdkBw5xKy9tbFp4CEoBJ8Xh2QG0EJw/%3Ft%3D1731707813/https/video.akamai.steamstatic.com/store_trailers/257074206/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,CRUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/17/25, 5:48 AM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1858210/Kindred_Fates/,https://store.steampowered.com/app/1858210/Kindred_Fates/,,https://store.steampowered.com/app/1858210/Kindred_Fates/,,,,https://cdn.discordapp.com/emojis/1142120891719880724.webp?size=80,,,1,,,,,,,,,,,,,,Kindred Fates is an open,-world monster,-battling RPG,", and a love letter to the monster battle genre",. Our goal is to evolve the genre,", and bring fans what they",ve been asking for,.Explore a vast open world,", teeming with Kinfolk to catch and befriend",. Forge your path through a shadowy winding story full of meaningful choices,. Build the perfect team,",",.,.,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/TXO2ZJtU5rYCVF5HqCtg0iH1whaBK5ggU0Sk3A96CWQ/%3Ft%3D1640991926/https/video.akamai.steamstatic.com/store_trailers/256867275/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Kindred Fates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/17/25, 10:20 AM",—,https://cdn.discordapp.com/avatars/327837292716621824/00bec76091e53114f173f7441af11d25.webp?size=160,DonnieDarko,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3239370/_/,https://store.steampowered.com/app/3239370/_/,,https://store.steampowered.com/app/3239370/_/,,,,,,,,,,,,,,,,,,,,,"""Tanbo",""" is a short walking simulator horror game in which you take a walk along a rice paddy path at night with your dog",", Bonta",.StoryIt,s a summer night after a typhoon has passed,. As usual,", you take Bonta for a walk",.However,", your walks with Bonta become stranger day by day",", and strange things start happening around you",.,.,.Game ContentThis game i,.,Price,$,1,0.99,,,,https://images-ext-1.discordapp.net/external/I-vBuQpEfBWSvRiVijet8cSd9cxh3G7u-RWlD8iG6iI/%3Ft%3D1735045229/https/video.akamai.steamstatic.com/store_trailers/257083780/movie_max_vp9.webm,,,,.,.,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,たんぼ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
